id,value
id_0,25.554750463314356
id_1,58.4399039765364
id_2,17.845105357588128
id_3,27.860965664279085
id_4,9.459023081533925
id_5,37.31901466620333
id_6,46.82376244876904
id_7,17.667308761517464
id_8,44.98067281984588
id_9,34.34844499082577
id_10,36.35783738734339
id_11,62.000378264453964
id_12,37.3593035529791
id_13,45.99013701007688
id_14,32.742283353434516
id_15,5.865442050142334
id_16,60.67098616077509
id_17,17.066005065966106
id_18,24.5142399689549
id_19,15.524467938387016
id_20,9.582418938558398
id_21,50.84638317284523
id_22,42.4285279932501
id_23,15.576139825767008
id_24,52.75135225726914
id_25,47.90317273212818
id_26,19.36843672923922
id_27,2.8729456602309287
id_28,22.94950524199065
id_29,40.87157020959644
id_30,22.082738585088766
id_31,10.556426942155484
id_32,14.624446834976776
id_33,8.226621399381969
id_34,17.089457088852217
id_35,41.895281645330186
id_36,30.717201376452085
id_37,29.533454795902415
id_38,14.637988834118671
id_39,63.38090650519788
id_40,56.8359322972845
id_41,15.63143950350044
id_42,56.359498510791866
id_43,15.986403863825888
id_44,44.32539522141317
id_45,44.38449721459813
id_46,58.318413443862745
id_47,43.362525857126336
id_48,52.29917366658838
id_49,49.37699834291797
id_50,31.482588082593963
id_51,22.15140510609471
id_52,36.09929374474133
id_53,19.040746873720792
id_54,35.42895411943198
id_55,48.24458613845553
id_56,24.35970260679904
id_57,22.031400503175707
id_58,37.45035638189169
id_59,42.10176455910599
id_60,19.505779177187847
id_61,27.137792313601786
id_62,43.267201322070214
id_63,62.949530167575226
id_64,42.60135357861855
id_65,27.496134915022164
id_66,30.04223440735069
id_67,50.96621215237719
id_68,37.538516563037824
id_69,34.46340321463685
id_70,69.40311302447857
id_71,59.07095202922539
id_72,50.463534238970986
id_73,14.914928864071522
id_74,9.254917122525368
id_75,30.631121069519086
id_76,71.54184026437355
id_77,-4.562048601415339
id_78,41.49806938772268
id_79,50.3997115951514
id_80,5.554116257032044
id_81,28.51295131779615
id_82,4.607563214352084
id_83,24.51389925855746
id_84,3.3759233874004435
id_85,3.4864531466056516
id_86,18.542254232730063
id_87,13.33343094069832
id_88,13.256624711166468
id_89,24.175379660139114
id_90,39.10327073784487
id_91,17.78956051460261
id_92,4.461740817930035
id_93,13.481530845938288
id_94,38.18430326347718
id_95,24.78006541352757
id_96,16.543979672420303
id_97,20.8354560049364
id_98,14.909532918878531
id_99,-1.9336274511453084
id_100,4.3186500581531195
id_101,22.10838107709008
id_102,7.489361217948489
id_103,15.945103397139269
id_104,15.732450162161049
id_105,38.033961897906494
id_106,22.570217678940345
id_107,5.443764264231446
id_108,10.319728222432909
id_109,18.929731290334885
id_110,16.046632616547228
id_111,14.666299364685141
id_112,16.428117652257935
id_113,25.896722692536237
id_114,20.36792184634904
id_115,15.17005329801243
id_116,6.47212665567522
id_117,46.989117298413994
id_118,26.853038477852532
id_119,-8.195685035355936
id_120,21.679914651436587
id_121,20.13731989701027
id_122,7.567576005954164
id_123,14.408723987884319
id_124,6.402899131224867
id_125,26.11890612707058
id_126,18.07256454728057
id_127,16.349671312440538
id_128,23.759440877380108
id_129,16.489204617935915
id_130,7.521107388694064
id_131,35.59128757419152
id_132,17.076402349220583
id_133,14.012224304895136
id_134,28.370875734499435
id_135,22.73823981206203
id_136,10.575927161325192
id_137,17.19486490648636
id_138,73.05626248928532
id_139,53.11960796164767
id_140,22.60746974229717
id_141,17.423556131075337
id_142,26.013908469535735
id_143,4.408399847549905
id_144,16.259107588057706
id_145,9.743691977204415
id_146,20.436094167662965
id_147,4.511390901615392
id_148,23.300535550601627
id_149,18.080503149780263
id_150,49.250043774296834
id_151,28.63617234439497
id_152,19.54546299779781
id_153,8.851228978644835
id_154,24.173864029307236
id_155,33.70342426279291
id_156,23.822692276840467
id_157,40.29455922802605
id_158,-1.0836719279874336
id_159,27.585849902437197
id_160,48.91314878016191
id_161,17.2654309787163
id_162,68.48163456883327
id_163,13.838349764615895
id_164,33.48268741951199
id_165,16.19658060572764
id_166,29.751196459842262
id_167,0.6040735469397761
id_168,74.16046379246167
id_169,13.498621947791362
id_170,12.833187976877472
id_171,83.98382444557946
id_172,23.14209495109817
id_173,2.4107973698296195
id_174,22.632944296673944
id_175,4.060111575361979
id_176,5.998437598143993
id_177,15.007900299813693
id_178,6.9862029170704245
id_179,18.412040534648764
id_180,44.998939198404486
id_181,35.835000584989466
id_182,21.616756186383416
id_183,6.787803795013277
id_184,6.847038629703522
id_185,41.97347813037656
id_186,40.35182196099199
id_187,37.459479255294866
id_188,9.947483313966542
id_189,28.247923311629744
id_190,16.21475690612216
id_191,16.725585220738978
id_192,35.795227357581574
id_193,71.19389178050407
id_194,35.206003664386735
id_195,21.207061798703265
id_196,78.09368680614415
id_197,12.447627366165616
id_198,16.62437617042851
id_199,15.274546831724162
id_200,126.97277342206284
id_201,35.15624213276636
id_202,60.3601594406291
id_203,4.804723535453504
id_204,69.26859225309927
id_205,42.74257997806504
id_206,17.30288351051952
id_207,13.283277377261063
id_208,71.90477854541032
id_209,20.310834459400184
id_210,24.435899207814302
id_211,69.62471463925117
id_212,18.04290774087489
id_213,104.63533872556592
id_214,50.76712942320976
id_215,77.79319607363142
id_216,84.42609329001918
id_217,73.23672012335781
id_218,42.10852587756383
id_219,18.040105893266816
id_220,34.24770149436363
id_221,57.33981573557126
id_222,29.951050723231607
id_223,37.96527441160927
id_224,39.872124486685045
id_225,4.473728118377935
id_226,5.122264109322516
id_227,103.64065767308367
id_228,30.5922521148199
