id,value
id_0,27.317872923745025
id_1,66.87814873283835
id_2,21.61612668863074
id_3,31.059059159904862
id_4,11.300871367069403
id_5,39.69633580485474
id_6,42.23707958268224
id_7,18.255856388226736
id_8,52.66076083775776
id_9,34.825948697283096
id_10,40.11644043639848
id_11,60.595809527991506
id_12,38.57286100533535
id_13,45.987165109162596
id_14,32.093709748582064
id_15,14.401754288761992
id_16,55.12036123940186
id_17,24.834288698216856
id_18,20.82873234671626
id_19,21.348683605666164
id_20,14.521446686024671
id_21,29.633141680350423
id_22,39.3372676561215
id_23,11.463624448199688
id_24,61.00178083120227
id_25,46.33169668628926
id_26,28.211073575134872
id_27,10.22261673067758
id_28,29.763177996149047
id_29,36.04100709046598
id_30,20.399095556685786
id_31,12.106371904921657
id_32,18.66046404471184
id_33,8.51397650623679
id_34,20.3727120933752
id_35,41.08372223436067
id_36,21.190044365374355
id_37,29.6339691063155
id_38,7.875700642429876
id_39,61.62547306080556
id_40,50.29508153524563
id_41,17.953137585404768
id_42,53.49142317364918
id_43,18.847489906231893
id_44,45.866597736451034
id_45,53.11764820847792
id_46,63.57677172095873
id_47,43.19351955116673
id_48,54.67094131753501
id_49,43.73247776482806
id_50,32.557121024609785
id_51,26.98704735062781
id_52,40.273629946108635
id_53,26.716066156303548
id_54,41.45391446018993
id_55,41.528720289559686
id_56,26.958909593178113
id_57,24.805250455660182
id_58,38.61136350950272
id_59,33.6827154494497
id_60,16.58166001732641
id_61,24.530567396143994
id_62,33.76694511002121
id_63,59.988975516164
id_64,51.240759212530705
id_65,28.858228727975124
id_66,43.29194658306527
id_67,56.886785808405016
id_68,30.595914808420858
id_69,39.46349837238873
id_70,68.4447468124073
id_71,55.56707073100446
id_72,47.40164948206715
id_73,12.074188302587723
id_74,13.027615394354605
id_75,38.949920953160806
id_76,65.29855547192932
id_77,3.5321203112267425
id_78,45.511704419431034
id_79,41.954994083480614
id_80,9.339457189547085
id_81,23.54963555989076
id_82,9.033231670598001
id_83,33.59569556461027
id_84,12.9757772827203
id_85,7.087300003200063
id_86,16.387247467929797
id_87,13.946772592912717
id_88,14.946218714304116
id_89,29.098875790922648
id_90,32.18981504585919
id_91,13.217567080007392
id_92,15.487653458267108
id_93,7.4065345411151124
id_94,38.44851017566725
id_95,18.723827573374457
id_96,16.833177871012527
id_97,10.295557383651914
id_98,11.020104168244883
id_99,4.411598307786781
id_100,13.912171746100723
id_101,20.596824110217316
id_102,12.528093626108337
id_103,6.974535159059765
id_104,14.231929290483475
id_105,39.98279762432369
id_106,30.415963498681812
id_107,9.278764344497489
id_108,16.162524523827017
id_109,15.541512457540987
id_110,15.988621447831468
id_111,19.397236819525837
id_112,13.935452894703896
id_113,30.117138551920206
id_114,23.849552720549624
id_115,17.258809344647553
id_116,9.265010384734865
id_117,47.6652389950442
id_118,33.08071759561804
id_119,1.7335819724241186
id_120,3.0383104591070818
id_121,15.184261798237944
id_122,16.581894410381878
id_123,16.895954414519466
id_124,8.191460186065951
id_125,27.630466465906807
id_126,22.274650873453403
id_127,14.008260415080496
id_128,22.756900297265606
id_129,19.06675068179234
id_130,5.745591324053792
id_131,38.502858118607634
id_132,15.206173433482924
id_133,25.737156094918586
id_134,25.829812434314082
id_135,21.24996790817337
id_136,10.082454396350782
id_137,20.7166826483338
id_138,80.95935319474438
id_139,64.7643781045727
id_140,26.119580605863142
id_141,18.203768124380794
id_142,26.783975887330193
id_143,9.03822899341559
id_144,11.850888603397676
id_145,11.23957706686091
id_146,22.74657964245179
id_147,9.114677488262412
id_148,15.720987537401141
id_149,18.467945865383577
id_150,53.31744273649835
id_151,25.39617589966319
id_152,26.89850986918103
id_153,17.030402185117666
id_154,14.056574155488375
id_155,28.87081812350095
id_156,24.469105945255237
id_157,36.570257666845066
id_158,3.3769200371249086
id_159,20.774980425882674
id_160,46.6476308173141
id_161,20.96083884030986
id_162,62.16855779246888
id_163,20.560634640693635
id_164,37.214029332384634
id_165,24.88633870696605
id_166,24.864080821637536
id_167,0.9902009370661498
id_168,70.86644512277837
id_169,19.78957059592473
id_170,18.1752751858871
id_171,73.36844963324529
id_172,22.95889156376716
id_173,2.099766555039094
id_174,26.75840868703481
id_175,2.7232475884306098
id_176,6.42923291427378
id_177,21.37841715703875
id_178,22.782008251300923
id_179,24.00028493462872
id_180,45.97860550468948
id_181,26.612349097332334
id_182,30.366665590655266
id_183,12.650603944650108
id_184,11.12037414728236
id_185,43.065783078267955
id_186,39.16399201720031
id_187,34.81991738306424
id_188,18.153789355225154
id_189,23.68383547773914
id_190,15.006540135381085
id_191,14.465228059383572
id_192,35.83375310253758
id_193,81.23097617288592
id_194,30.355543433446016
id_195,12.854835851407087
id_196,66.99623202616587
id_197,14.012532543745142
id_198,21.075759630385623
id_199,26.510255950620543
id_200,130.2798613867825
id_201,28.53820034350796
id_202,59.864975536826655
id_203,6.391783712985287
id_204,66.22457471522216
id_205,38.11290487269803
id_206,18.384924867741816
id_207,15.108949414168357
id_208,66.34478789005519
id_209,18.239239329131898
id_210,28.818633073123976
id_211,77.40897611117805
id_212,21.407685352231624
id_213,121.40343114681978
id_214,41.087321603899326
id_215,86.88489636821609
id_216,97.45158148599978
id_217,75.92582242757264
id_218,27.8836816970641
id_219,19.604803154230964
id_220,34.54683717247031
id_221,59.76639590214659
id_222,30.741729702684246
id_223,42.74256320979759
id_224,45.02750172485412
id_225,7.7440588734780444
id_226,6.5783659753854895
id_227,73.09431766620678
id_228,30.63835795078704
id_229,2.5316498349736767
id_230,43.45692949129302
id_231,17.043351845606654
id_232,23.664153176778782
id_233,11.259957999045136
id_234,11.096341492830563
id_235,24.23659077492665
id_236,12.901499485259782
id_237,2.044630148142276
id_238,21.7420629062829
id_239,1.4203349155608955
