id,value
id_0,29.8519873085633
id_1,62.4541821398524
id_2,23.9243155210561
id_3,30.8399326064811
id_4,14.0448625418776
id_5,30.8399326064811
id_6,42.6952761814953
id_7,19.9725343293847
id_8,50.5988385648381
id_9,36.7676043939882
id_10,41.7073308835775
id_11,63.4421274377702
id_12,42.6952761814953
id_13,36.7676043939882
id_14,29.8519873085633
id_15,14.0448625418776
id_16,59.4903462460988
id_17,21.9484249252204
id_18,17.9966437335490
id_19,19.9725343293847
id_20,16.0207531377133
id_21,26.8881514148097
id_22,39.7314402877418
id_23,9.10513605228837
id_24,63.4421274377702
id_25,49.6108932669203
id_26,30.8399326064811
id_27,11.0810266481241
id_28,30.8399326064811
id_29,37.7555496919061
id_30,17.9966437335490
id_31,13.0569172439598
id_32,17.0086984356312
id_33,6.14130015853482
id_34,19.9725343293847
id_35,46.6470573731667
id_36,24.9122608189740
id_37,33.8037685002347
id_38,7.12924545645267
id_39,64.4300727356881
id_40,48.6229479690024
id_41,19.9725343293847
id_42,53.5626744585917
id_43,18.9845890314669
id_44,48.6229479690024
id_45,57.5144556502631
id_46,69.3697992252773
id_47,40.7193855856596
id_48,54.5506197565095
id_49,43.6832214794132
id_50,33.8037685002347
id_51,22.9363702231383
id_52,51.5867838627560
id_53,30.8399326064811
id_54,40.7193855856596
id_55,44.6711667773310
id_56,28.8640420106454
id_57,21.9484249252204
id_58,44.6711667773310
id_59,36.7676043939882
id_60,14.0448625418776
id_61,29.8519873085633
id_62,32.8158232023168
id_63,55.5385650544274
id_64,53.5626744585917
id_65,30.8399326064811
id_66,43.6832214794132
id_67,59.4903462460988
id_68,30.8399326064811
id_69,42.6952761814953
id_70,67.3939086294416
id_71,58.5024009481810
id_72,44.6711667773310
id_73,13.0569172439598
id_74,14.0448625418776
id_75,37.7555496919061
id_76,64.4300727356881
id_77,6.14130015853482
id_78,52.5747291606738
id_79,42.6952761814953
id_80,8.11719075437052
id_81,22.9363702231383
id_82,12.0689719460419
id_83,40.7193855856596
id_84,11.0810266481241
id_85,5.15335486061697
id_86,17.9966437335490
id_87,13.0569172439598
id_88,14.0448625418776
id_89,23.9243155210561
id_90,32.8158232023168
id_91,13.0569172439598
id_92,15.0328078397955
id_93,12.0689719460419
id_94,36.7676043939882
id_95,16.0207531377133
id_96,15.0328078397955
id_97,8.11719075437052
id_98,12.0689719460419
id_99,5.15335486061697
id_100,14.0448625418776
id_101,21.9484249252204
id_102,9.10513605228837
id_103,5.15335486061697
id_104,18.9845890314669
id_105,38.7434949898239
id_106,27.8760967127276
id_107,12.0689719460419
id_108,21.9484249252204
id_109,21.9484249252204
id_110,12.0689719460419
id_111,14.0448625418776
id_112,15.0328078397955
id_113,27.8760967127276
id_114,26.8881514148097
id_115,16.0207531377133
id_116,17.0086984356312
id_117,41.7073308835775
id_118,29.8519873085633
id_119,3.17746426478126
id_120,4.16540956269911
id_121,14.0448625418776
id_122,17.0086984356312
id_123,15.0328078397955
id_124,6.14130015853482
id_125,27.8760967127276
id_126,26.8881514148097
id_127,15.0328078397955
id_128,17.9966437335490
id_129,17.0086984356312
id_130,5.15335486061697
id_131,37.7555496919061
id_132,18.9845890314669
id_133,34.7917137981525
id_134,27.8760967127276
id_135,24.9122608189740
id_136,13.0569172439598
id_137,21.9484249252204
id_138,81.2251428002916
id_139,72.3336351190309
id_140,31.8278779043990
id_141,17.0086984356312
id_142,27.8760967127276
id_143,9.10513605228837
id_144,17.9966437335490
id_145,10.0930813502062
id_146,21.9484249252204
id_147,8.11719075437052
id_148,14.0448625418776
id_149,18.9845890314669
id_150,49.6108932669203
id_151,17.0086984356312
id_152,23.9243155210561
id_153,16.0207531377133
id_154,19.9725343293847
id_155,30.8399326064811
id_156,18.9845890314669
id_157,37.7555496919061
id_158,3.17746426478126
id_159,17.9966437335490
id_160,40.7193855856596
id_161,20.9604796273026
id_162,51.5867838627560
id_163,19.9725343293847
id_164,41.7073308835775
id_165,28.8640420106454
id_166,20.9604796273026
id_167,2.18951896686341
id_168,72.3336351190309
id_169,19.9725343293847
id_170,18.9845890314669
id_171,71.3456898211130
id_172,22.9363702231383
id_173,4.16540956269911
id_174,27.8760967127276
id_175,2.18951896686341
id_176,9.10513605228837
id_177,19.9725343293847
id_178,23.9243155210561
id_179,20.9604796273026
id_180,44.6711667773310
id_181,35.7796590960704
id_182,34.7917137981525
id_183,15.0328078397955
id_184,10.0930813502062
id_185,44.6711667773310
id_186,37.7555496919061
id_187,33.8037685002347
id_188,14.0448625418776
id_189,24.9122608189740
id_190,14.0448625418776
id_191,15.0328078397955
id_192,34.7917137981525
id_193,86.1648692898808
id_194,34.7917137981525
id_195,13.0569172439598
id_196,64.4300727356881
id_197,19.9725343293847
id_198,21.9484249252204
id_199,24.9122608189740
id_200,134.574188887856
id_201,27.8760967127276
id_202,63.4421274377702
id_203,6.14130015853482
id_204,67.3939086294416
id_205,35.7796590960704
id_206,17.9966437335490
id_207,17.9966437335490
id_208,69.3697992252773
id_209,15.0328078397955
id_210,35.7796590960704
id_211,76.2854163107023
id_212,25.9002061168919
id_213,131.610352994102
id_214,40.7193855856596
id_215,90.1166504815522
id_216,94.0684316732236
id_217,74.3095257148666
id_218,34.7917137981525
id_219,25.9002061168919
id_220,32.8158232023168
id_221,58.5024009481810
id_222,30.8399326064811
id_223,46.6470573731667
id_224,50.5988385648381
id_225,7.12924545645267
id_226,5.15335486061697
id_227,73.3215804169487
id_228,27.8760967127276
id_229,2.18951896686341
id_230,40.7193855856596
id_231,16.0207531377133
id_232,23.9243155210561
id_233,6.14130015853482
id_234,18.9845890314669
id_235,22.9363702231383
id_236,17.0086984356312
id_237,2.18951896686341
id_238,27.8760967127276
id_239,2.18951896686341
